"",".","Freq"
"3067","May 1, 2003",7
"3068","May 1, 2006",2
"3069","May 1, 2010",1
"3070","May 1, 2012",6
"3071","May 1, 2013",9
"3072","May 1, 2014",4
"3073","May 1, 2015",7
"3074","May 1, 2017",6
"3075","May 1, 2018",9
"3076","May 1, 2019",5
"3077","May 1, 2020",7
"3078","May 1, 2021",3
"3079","May 1, 2022",2
"3080","May 10, 1992",1
"3081","May 10, 2011",2
"3082","May 10, 2012",3
"3083","May 10, 2013",3
"3084","May 10, 2015",1
"3085","May 10, 2016",9
"3086","May 10, 2017",9
"3087","May 10, 2018",8
"3088","May 10, 2019",8
"3089","May 10, 2020",2
"3090","May 10, 2021",6
"3091","May 10, 2022",7
"3092","May 11, 1986",1
"3093","May 11, 2010",3
"3094","May 11, 2011",1
"3095","May 11, 2015",7
"3096","May 11, 2016",7
"3097","May 11, 2017",7
"3098","May 11, 2018",6
"3099","May 11, 2019",2
"3100","May 11, 2020",9
"3101","May 11, 2021",9
"3102","May 12, 1985",1
"3103","May 12, 2010",3
"3104","May 12, 2011",3
"3105","May 12, 2013",2
"3106","May 12, 2014",4
"3107","May 12, 2015",5
"3108","May 12, 2016",5
"3109","May 12, 2017",6
"3110","May 12, 2018",2
"3111","May 12, 2019",1
"3112","May 12, 2020",14
"3113","May 12, 2021",6
"3114","May 13, 1990",1
"3115","May 13, 2001",1
"3116","May 13, 2009",3
"3117","May 13, 2010",2
"3118","May 13, 2011",1
"3119","May 13, 2012",2
"3120","May 13, 2013",6
"3121","May 13, 2014",1
"3122","May 13, 2015",4
"3123","May 13, 2016",7
"3124","May 13, 2017",3
"3125","May 13, 2019",5
"3126","May 13, 2020",8
"3127","May 13, 2021",11
"3128","May 14, 1989",1
"3129","May 14, 1995",1
"3130","May 14, 2000",1
"3131","May 14, 2009",1
"3132","May 14, 2010",1
"3133","May 14, 2012",3
"3134","May 14, 2013",2
"3135","May 14, 2014",9
"3136","May 14, 2015",3
"3137","May 14, 2016",3
"3138","May 14, 2018",4
"3139","May 14, 2019",10
"3140","May 14, 2020",14
"3141","May 14, 2021",5
"3142","May 15, 1988",1
"3143","May 15, 1994",1
"3144","May 15, 1999",1
"3145","May 15, 2010",1
"3146","May 15, 2012",2
"3147","May 15, 2013",4
"3148","May 15, 2014",5
"3149","May 15, 2015",6
"3150","May 15, 2016",1
"3151","May 15, 2017",8
"3152","May 15, 2018",12
"3153","May 15, 2019",9
"3154","May 15, 2020",7
"3155","May 15, 2021",2
"3156","May 16, 1993",1
"3157","May 16, 1999",1
"3158","May 16, 2008",5
"3159","May 16, 2011",1
"3160","May 16, 2012",5
"3161","May 16, 2014",5
"3162","May 16, 2016",5
"3163","May 16, 2017",6
"3164","May 16, 2018",8
"3165","May 16, 2019",8
"3166","May 16, 2020",4
"3167","May 16, 2021",4
"3168","May 17, 1998",1
"3169","May 17, 2009",1
"3170","May 17, 2010",1
"3171","May 17, 2011",2
"3172","May 17, 2012",3
"3173","May 17, 2013",3
"3174","May 17, 2014",1
"3175","May 17, 2015",2
"3176","May 17, 2016",7
"3177","May 17, 2017",8
"3178","May 17, 2018",8
"3179","May 17, 2019",8
"3180","May 17, 2020",1
"3181","May 17, 2021",4
"3182","May 18, 1986",1
"3183","May 18, 2003",1
"3184","May 18, 2008",1
"3185","May 18, 2010",4
"3186","May 18, 2011",2
"3187","May 18, 2012",1
"3188","May 18, 2015",4
"3189","May 18, 2016",5
"3190","May 18, 2017",9
"3191","May 18, 2018",6
"3192","May 18, 2019",2
"3193","May 18, 2020",6
"3194","May 18, 2021",8
"3195","May 19, 1996",1
"3196","May 19, 2002",1
"3197","May 19, 2003",1
"3198","May 19, 2011",2
"3199","May 19, 2013",3
"3200","May 19, 2014",2
"3201","May 19, 2015",8
"3202","May 19, 2016",8
"3203","May 19, 2017",5
"3204","May 19, 2018",3
"3205","May 19, 2019",1
"3206","May 19, 2020",16
"3207","May 19, 2021",5
"3208","May 2, 2004",1
"3209","May 2, 2011",2
"3210","May 2, 2012",4
"3211","May 2, 2013",3
"3212","May 2, 2014",13
"3213","May 2, 2016",6
"3214","May 2, 2017",11
"3215","May 2, 2018",6
"3216","May 2, 2019",7
"3217","May 2, 2020",4
"3218","May 2, 2021",1
"3219","May 2, 2022",6
"3220","May 20, 1990",1
"3221","May 20, 2001",1
"3222","May 20, 2011",1
"3223","May 20, 2012",1
"3224","May 20, 2013",4
"3225","May 20, 2014",5
"3226","May 20, 2015",6
"3227","May 20, 2016",6
"3228","May 20, 2017",2
"3229","May 20, 2019",8
"3230","May 20, 2020",9
"3231","May 20, 2021",8
"3232","May 21, 1995",1
"3233","May 21, 2000",1
"3234","May 21, 2012",4
"3235","May 21, 2014",7
"3236","May 21, 2015",8
"3237","May 21, 2016",4
"3238","May 21, 2018",5
"3239","May 21, 2019",8
"3240","May 21, 2020",13
"3241","May 21, 2021",5
"3242","May 22, 1988",1
"3243","May 22, 1994",1
"3244","May 22, 2003",1
"3245","May 22, 2012",3
"3246","May 22, 2013",2
"3247","May 22, 2014",3
"3248","May 22, 2015",6
"3249","May 22, 2017",4
"3250","May 22, 2018",8
"3251","May 22, 2019",4
"3252","May 22, 2020",7
"3253","May 22, 2021",3
"3254","May 23, 1999",1
"3255","May 23, 2004",1
"3256","May 23, 2011",2
"3257","May 23, 2012",1
"3258","May 23, 2013",1
"3259","May 23, 2014",4
"3260","May 23, 2016",5
"3261","May 23, 2017",10
"3262","May 23, 2018",5
"3263","May 23, 2019",7
"3264","May 23, 2020",3
"3265","May 23, 2021",5
"3266","May 24, 1992",1
"3267","May 24, 1998",1
"3268","May 24, 2010",1
"3269","May 24, 2012",4
"3270","May 24, 2013",3
"3271","May 24, 2016",8
"3272","May 24, 2017",7
"3273","May 24, 2018",13
"3274","May 24, 2019",6
"3275","May 24, 2020",1
"3276","May 24, 2021",5
"3277","May 25, 1986",1
"3278","May 25, 1997",1
"3279","May 25, 2010",3
"3280","May 25, 2011",2
"3281","May 25, 2012",4
"3282","May 25, 2015",2
"3283","May 25, 2016",9
"3284","May 25, 2017",4
"3285","May 25, 2018",5
"3286","May 25, 2019",2
"3287","May 25, 2020",4
"3288","May 25, 2021",5
"3289","May 26, 1996",1
"3290","May 26, 2002",1
"3291","May 26, 2010",1
"3292","May 26, 2011",2
"3293","May 26, 2015",7
"3294","May 26, 2016",7
"3295","May 26, 2017",6
"3296","May 26, 2018",2
"3297","May 26, 2019",1
"3298","May 26, 2020",10
"3299","May 26, 2021",5
"3300","May 27, 1990",1
"3301","May 27, 2007",1
"3302","May 27, 2010",2
"3303","May 27, 2011",1
"3304","May 27, 2012",1
"3305","May 27, 2013",4
"3306","May 27, 2014",5
"3307","May 27, 2015",6
"3308","May 27, 2016",3
"3309","May 27, 2017",3
"3310","May 27, 2019",3
"3311","May 27, 2020",11
"3312","May 27, 2021",6
"3313","May 28, 1989",1
"3314","May 28, 2000",1
"3315","May 28, 2007",2
"3316","May 28, 2010",1
"3317","May 28, 2012",3
"3318","May 28, 2013",2
"3319","May 28, 2014",4
"3320","May 28, 2015",7
"3321","May 28, 2016",1
"3322","May 28, 2018",2
"3323","May 28, 2019",6
"3324","May 28, 2020",10
"3325","May 28, 2021",6
"3326","May 29, 1988",1
"3327","May 29, 2012",2
"3328","May 29, 2013",5
"3329","May 29, 2014",5
"3330","May 29, 2015",7
"3331","May 29, 2016",1
"3332","May 29, 2018",8
"3333","May 29, 2019",7
"3334","May 29, 2020",11
"3335","May 29, 2021",3
"3336","May 3, 2002",3
"3337","May 3, 2008",2
"3338","May 3, 2010",1
"3339","May 3, 2011",1
"3340","May 3, 2012",3
"3341","May 3, 2013",1
"3342","May 3, 2014",1
"3343","May 3, 2016",7
"3344","May 3, 2017",6
"3345","May 3, 2018",9
"3346","May 3, 2019",8
"3347","May 3, 2020",1
"3348","May 3, 2021",6
"3349","May 3, 2022",9
"3350","May 30, 2004",1
"3351","May 30, 2012",3
"3352","May 30, 2013",5
"3353","May 30, 2014",4
"3354","May 30, 2015",1
"3355","May 30, 2016",2
"3356","May 30, 2017",7
"3357","May 30, 2018",5
"3358","May 30, 2019",5
"3359","May 30, 2020",7
"3360","May 30, 2021",4
"3361","May 31, 2001",1
"3362","May 31, 2005",1
"3363","May 31, 2010",1
"3364","May 31, 2011",1
"3365","May 31, 2012",4
"3366","May 31, 2013",2
"3367","May 31, 2014",1
"3368","May 31, 2016",11
"3369","May 31, 2017",8
"3370","May 31, 2018",9
"3371","May 31, 2019",5
"3372","May 31, 2020",2
"3373","May 31, 2021",2
"3374","May 4, 1986",1
"3375","May 4, 2002",2
"3376","May 4, 2003",1
"3377","May 4, 2008",1
"3378","May 4, 2010",6
"3379","May 4, 2011",1
"3380","May 4, 2012",1
"3381","May 4, 2015",5
"3382","May 4, 2016",6
"3383","May 4, 2017",10
"3384","May 4, 2018",5
"3385","May 4, 2019",2
"3386","May 4, 2020",5
"3387","May 4, 2021",6
"3388","May 4, 2022",5
"3389","May 5, 1985",1
"3390","May 5, 1996",1
"3391","May 5, 2002",1
"3392","May 5, 2010",2
"3393","May 5, 2011",2
"3394","May 5, 2013",1
"3395","May 5, 2014",2
"3396","May 5, 2015",8
"3397","May 5, 2016",8
"3398","May 5, 2017",7
"3399","May 5, 2018",2
"3400","May 5, 2019",1
"3401","May 5, 2020",10
"3402","May 5, 2021",9
"3403","May 5, 2022",7
"3404","May 6, 2010",1
"3405","May 6, 2011",3
"3406","May 6, 2012",3
"3407","May 6, 2013",4
"3408","May 6, 2014",6
"3409","May 6, 2015",6
"3410","May 6, 2016",4
"3411","May 6, 2017",3
"3412","May 6, 2019",7
"3413","May 6, 2020",6
"3414","May 6, 2021",7
"3415","May 6, 2022",7
"3416","May 7, 1989",1
"3417","May 7, 2011",1
"3418","May 7, 2012",3
"3419","May 7, 2013",1
"3420","May 7, 2014",3
"3421","May 7, 2015",6
"3422","May 7, 2016",3
"3423","May 7, 2018",7
"3424","May 7, 2019",8
"3425","May 7, 2020",14
"3426","May 7, 2021",8
"3427","May 7, 2022",1
"3428","May 8, 1988",1
"3429","May 8, 2011",2
"3430","May 8, 2012",3
"3431","May 8, 2013",5
"3432","May 8, 2014",2
"3433","May 8, 2015",6
"3434","May 8, 2016",2
"3435","May 8, 2017",8
"3436","May 8, 2018",7
"3437","May 8, 2019",5
"3438","May 8, 2020",12
"3439","May 8, 2021",2
"3440","May 8, 2022",13
"3441","May 9, 1993",1
"3442","May 9, 2011",1
"3443","May 9, 2012",3
"3444","May 9, 2013",3
"3445","May 9, 2014",4
"3446","May 9, 2015",1
"3447","May 9, 2016",7
"3448","May 9, 2017",8
"3449","May 9, 2018",5
"3450","May 9, 2019",7
"3451","May 9, 2020",3
"3452","May 9, 2021",2
"3453","May 9, 2022",6
"3454","November 1, 1987",1
"3455","November 1, 1992",1
"3456","November 1, 2009",2
"3457","November 1, 2010",2
"3458","November 1, 2011",4
"3459","November 1, 2012",5
"3460","November 1, 2013",4
"3461","November 1, 2014",1
"3462","November 1, 2015",1
"3463","November 1, 2016",7
"3464","November 1, 2017",5
"3465","November 1, 2018",6
"3466","November 1, 2019",6
"3467","November 1, 2020",3
"3468","November 1, 2021",4
"3469","November 10, 1991",1
"3470","November 10, 2010",3
"3471","November 10, 2011",3
"3472","November 10, 2013",1
"3473","November 10, 2014",3
"3474","November 10, 2015",8
"3475","November 10, 2016",5
"3476","November 10, 2017",4
"3477","November 10, 2018",3
"3478","November 10, 2019",1
"3479","November 10, 2020",7
"3480","November 10, 2021",5
"3481","November 11, 2001",1
"3482","November 11, 2009",1
"3483","November 11, 2010",1
"3484","November 11, 2011",1
"3485","November 11, 2012",1
"3486","November 11, 2013",6
"3487","November 11, 2014",4
"3488","November 11, 2015",6
"3489","November 11, 2016",6
"3490","November 11, 2017",3
"3491","November 11, 2019",5
"3492","November 11, 2020",7
"3493","November 11, 2021",6
"3494","November 12, 1995",1
"3495","November 12, 2000",1
"3496","November 12, 2010",2
"3497","November 12, 2011",1
"3498","November 12, 2012",3
"3499","November 12, 2013",4
"3500","November 12, 2014",4
"3501","November 12, 2015",9
"3502","November 12, 2016",2
"3503","November 12, 2017",1
"3504","November 12, 2018",5
"3505","November 12, 2019",7
"3506","November 12, 2020",6
"3507","November 12, 2021",5
"3508","November 13, 1988",1
"3509","November 13, 1994",1
"3510","November 13, 2005",1
"3511","November 13, 2008",6
"3512","November 13, 2011",1
"3513","November 13, 2012",1
"3514","November 13, 2013",4
"3515","November 13, 2014",4
"3516","November 13, 2015",7
"3517","November 13, 2017",5
"3518","November 13, 2018",9
"3519","November 13, 2019",9
"3520","November 13, 2020",5
"3521","November 13, 2021",2
"3522","November 14, 1993",1
"3523","November 14, 2011",2
"3524","November 14, 2012",3
"3525","November 14, 2013",6
"3526","November 14, 2014",3
"3527","November 14, 2015",2
"3528","November 14, 2016",7
"3529","November 14, 2017",36
"3530","November 14, 2018",6
"3531","November 14, 2019",12
"3532","November 14, 2020",2
"3533","November 14, 2021",2
"3534","November 15, 1987",1
"3535","November 15, 1992",1
"3536","November 15, 1998",1
"3537","November 15, 2009",1
"3538","November 15, 2010",2
"3539","November 15, 2011",1
"3540","November 15, 2012",4
"3541","November 15, 2013",4
"3542","November 15, 2015",1
"3543","November 15, 2016",8
"3544","November 15, 2017",5
"3545","November 15, 2018",9
"3546","November 15, 2019",6
"3547","November 15, 2020",2
"3548","November 15, 2021",5
"3549","November 16, 1997",1
"3550","November 16, 2003",1
"3551","November 16, 2009",1
"3552","November 16, 2010",2
"3553","November 16, 2011",1
"3554","November 16, 2012",1
"3555","November 16, 2015",6
"3556","November 16, 2016",4
"3557","November 16, 2017",6
"3558","November 16, 2018",11
"3559","November 16, 2019",1
"3560","November 16, 2020",7
"3561","November 16, 2021",6
"3562","November 17, 1991",1
"3563","November 17, 1996",1
"3564","November 17, 2002",1
"3565","November 17, 2010",2
"3566","November 17, 2013",2
"3567","November 17, 2014",3
"3568","November 17, 2015",7
"3569","November 17, 2016",6
"3570","November 17, 2017",4
"3571","November 17, 2018",2
"3572","November 17, 2019",1
"3573","November 17, 2020",6
"3574","November 17, 2021",6
"3575","November 18, 2007",1
"3576","November 18, 2008",11
"3577","November 18, 2009",1
"3578","November 18, 2010",1
"3579","November 18, 2012",2
"3580","November 18, 2013",7
"3581","November 18, 2014",4
"3582","November 18, 2015",4
"3583","November 18, 2016",4
"3584","November 18, 2017",2
"3585","November 18, 2018",3
"3586","November 18, 2019",8
"3587","November 18, 2020",8
"3588","November 18, 2021",7
"3589","November 19, 1995",1
"3590","November 19, 2008",44
"3591","November 19, 2010",2
"3592","November 19, 2012",5
"3593","November 19, 2013",3
"3594","November 19, 2014",4
"3595","November 19, 2015",6
"3596","November 19, 2016",2
"3597","November 19, 2017",2
"3598","November 19, 2018",7
"3599","November 19, 2019",5
"3600","November 19, 2020",9
"3601","November 19, 2021",6
"3602","November 2, 1986",1
"3603","November 2, 1997",1
"3604","November 2, 2003",1
"3605","November 2, 2009",1
"3606","November 2, 2010",2
"3607","November 2, 2011",1
"3608","November 2, 2012",1
"3609","November 2, 2015",6
"3610","November 2, 2016",6
"3611","November 2, 2017",3
"3612","November 2, 2018",8
"3613","November 2, 2019",3
"3614","November 2, 2020",9
"3615","November 2, 2021",7
"3616","November 20, 1988",1
"3617","November 20, 1994",1
"3618","November 20, 2005",1
"3619","November 20, 2008",9
"3620","November 20, 2009",1
"3621","November 20, 2011",1
"3622","November 20, 2012",3
"3623","November 20, 2013",8
"3624","November 20, 2014",4
"3625","November 20, 2015",7
"3626","November 20, 2017",8
"3627","November 20, 2018",8
"3628","November 20, 2019",9
"3629","November 20, 2020",5
"3630","November 20, 2021",2
"3631","November 21, 2004",1
"3632","November 21, 2008",2
"3633","November 21, 2011",3
"3634","November 21, 2012",1
"3635","November 21, 2013",2
"3636","November 21, 2014",6
"3637","November 21, 2015",3
"3638","November 21, 2016",7
"3639","November 21, 2017",13
"3640","November 21, 2018",4
"3641","November 21, 2019",5
"3642","November 21, 2020",2
"3643","November 21, 2021",2
"3644","November 22, 1987",1
"3645","November 22, 1992",1
"3646","November 22, 2008",14
"3647","November 22, 2009",1
"3648","November 22, 2010",1
"3649","November 22, 2011",2
"3650","November 22, 2013",2
"3651","November 22, 2016",6
"3652","November 22, 2017",10
"3653","November 22, 2019",9
"3654","November 22, 2020",1
"3655","November 22, 2021",5
"3656","November 23, 1986",1
"3657","November 23, 1997",1
"3658","November 23, 2012",1
"3659","November 23, 2015",7
"3660","November 23, 2016",6
"3661","November 23, 2017",1
"3662","November 23, 2018",3
"3663","November 23, 2019",3
"3664","November 23, 2020",7
"3665","November 23, 2021",5
"3666","November 24, 1991",1
"3667","November 24, 2002",1
"3668","November 24, 2008",2
"3669","November 24, 2009",1
"3670","November 24, 2010",2
"3671","November 24, 2013",3
"3672","November 24, 2014",4
"3673","November 24, 2015",8
"3674","November 24, 2016",1
"3675","November 24, 2017",3
"3676","November 24, 2018",2
"3677","November 24, 2019",1
"3678","November 24, 2020",4
"3679","November 24, 2021",4
"3680","November 25, 1990",1
"3681","November 25, 2008",4
"3682","November 25, 2009",1
"3683","November 25, 2012",3
"3684","November 25, 2013",3
"3685","November 25, 2014",5
"3686","November 25, 2015",9
"3687","November 25, 2016",4
"3688","November 25, 2017",3
"3689","November 25, 2018",1
"3690","November 25, 2019",6
"3691","November 25, 2020",6
"3692","November 25, 2021",2
"3693","November 26, 1995",1
"3694","November 26, 2000",1
"3695","November 26, 2008",3
"3696","November 26, 2012",5
"3697","November 26, 2013",2
"3698","November 26, 2014",8
"3699","November 26, 2015",3
"3700","November 26, 2016",2
"3701","November 26, 2018",7
"3702","November 26, 2019",6
"3703","November 26, 2020",2
"3704","November 26, 2021",2
"3705","November 27, 1988",1
"3706","November 27, 1994",1
"3707","November 27, 2010",1
"3708","November 27, 2011",1
"3709","November 27, 2012",4
"3710","November 27, 2013",1
"3711","November 27, 2014",1
"3712","November 27, 2015",3
"3713","November 27, 2017",7
"3714","November 27, 2018",8
"3715","November 27, 2019",3
"3716","November 27, 2020",5
"3717","November 27, 2021",1
"3718","November 28, 2004",2
"3719","November 28, 2008",5
"3720","November 28, 2009",1
"3721","November 28, 2011",3
"3722","November 28, 2012",7
"3723","November 28, 2013",3
"3724","November 28, 2014",5
"3725","November 28, 2015",1
"3726","November 28, 2016",6
"3727","November 28, 2017",4
"3728","November 28, 2018",7
"3729","November 28, 2019",1
"3730","November 28, 2020",4
"3731","November 28, 2021",2
"3732","November 29, 1987",1
"3733","November 29, 1992",1
"3734","November 29, 1998",1
"3735","November 29, 2008",2
"3736","November 29, 2010",2
"3737","November 29, 2011",1
"3738","November 29, 2012",2
"3739","November 29, 2013",2
"3740","November 29, 2016",10
"3741","November 29, 2017",6
"3742","November 29, 2018",7
"3743","November 29, 2019",1
"3744","November 29, 2020",1
"3745","November 29, 2021",6
"3746","November 3, 1991",1
"3747","November 3, 1996",1
"3748","November 3, 2002",1
"3749","November 3, 2010",2
"3750","November 3, 2011",1
"3751","November 3, 2013",2
"3752","November 3, 2014",4
"3753","November 3, 2015",8
"3754","November 3, 2016",6
"3755","November 3, 2017",4
"3756","November 3, 2018",2
"3757","November 3, 2019",1
"3758","November 3, 2020",5
"3759","November 3, 2021",5
"3760","November 30, 1986",1
"3761","November 30, 2008",6
"3762","November 30, 2009",1
"3763","November 30, 2010",1
"3764","November 30, 2011",3
"3765","November 30, 2012",1
"3766","November 30, 2013",1
"3767","November 30, 2014",1
"3768","November 30, 2015",6
"3769","November 30, 2016",5
"3770","November 30, 2017",5
"3771","November 30, 2018",9
"3772","November 30, 2019",1
"3773","November 30, 2020",7
"3774","November 30, 2021",6
"3775","November 4, 2001",1
"3776","November 4, 2008",4
"3777","November 4, 2010",1
"3778","November 4, 2011",3
"3779","November 4, 2012",2
"3780","November 4, 2013",6
"3781","November 4, 2014",4
"3782","November 4, 2015",6
"3783","November 4, 2016",5
"3784","November 4, 2017",2
"3785","November 4, 2018",1
"3786","November 4, 2019",7
"3787","November 4, 2020",6
"3788","November 4, 2021",4
"3789","November 5, 1995",1
"3790","November 5, 2000",1
"3791","November 5, 2006",1
"3792","November 5, 2008",1
"3793","November 5, 2010",2
"3794","November 5, 2012",5
"3795","November 5, 2013",3
"3796","November 5, 2014",5
"3797","November 5, 2015",6
"3798","November 5, 2016",1
"3799","November 5, 2017",1
"3800","November 5, 2018",6
"3801","November 5, 2019",8
"3802","November 5, 2020",9
"3803","November 5, 2021",6
"3804","November 6, 1994",1
"3805","November 6, 2009",1
"3806","November 6, 2011",2
"3807","November 6, 2012",3
"3808","November 6, 2013",6
"3809","November 6, 2014",4
"3810","November 6, 2015",5
"3811","November 6, 2017",4
"3812","November 6, 2018",9
"3813","November 6, 2019",7
"3814","November 6, 2020",6
"3815","November 6, 2021",2
"3816","November 7, 1993",1
"3817","November 7, 2004",1
"3818","November 7, 2011",2
"3819","November 7, 2012",6
"3820","November 7, 2013",5
"3821","November 7, 2014",3
"3822","November 7, 2015",2
"3823","November 7, 2016",7
"3824","November 7, 2017",8
"3825","November 7, 2018",7
"3826","November 7, 2019",5
"3827","November 7, 2020",3
"3828","November 7, 2021",2
"3829","November 8, 1992",1
"3830","November 8, 1998",1
"3831","November 8, 2009",1
"3832","November 8, 2011",2
"3833","November 8, 2012",2
"3834","November 8, 2013",2
"3835","November 8, 2016",5
"3836","November 8, 2017",6
"3837","November 8, 2018",21
"3838","November 8, 2019",7
"3839","November 8, 2020",1
"3840","November 8, 2021",5
"3841","November 9, 1986",1
"3842","November 9, 2009",1
"3843","November 9, 2010",2
"3844","November 9, 2011",3
"3845","November 9, 2012",3
"3846","November 9, 2014",2
"3847","November 9, 2015",5
"3848","November 9, 2016",8
"3849","November 9, 2017",7
"3850","November 9, 2018",27
"3851","November 9, 2019",2
"3852","November 9, 2020",7
"3853","November 9, 2021",6
"3854","October 1, 1995",1
"3855","October 1, 2000",1
"3856","October 1, 2004",5
"3857","October 1, 2006",1
"3858","October 1, 2010",1
"3859","October 1, 2012",6
"3860","October 1, 2013",2
"3861","October 1, 2014",4
"3862","October 1, 2015",6
"3863","October 1, 2016",3
"3864","October 1, 2017",1
"3865","October 1, 2018",7
"3866","October 1, 2019",10
"3867","October 1, 2020",6
"3868","October 1, 2021",5
"3869","October 10, 1993",1
"3870","October 10, 2010",3
"3871","October 10, 2011",2
"3872","October 10, 2012",2
"3873","October 10, 2013",3
"3874","October 10, 2014",4
"3875","October 10, 2016",5
"3876","October 10, 2017",6
"3877","October 10, 2018",6
"3878","October 10, 2019",7
"3879","October 10, 2020",2
"3880","October 10, 2021",2
"3881","October 11, 1992",1
"3882","October 11, 2010",1
"3883","October 11, 2011",5
"3884","October 11, 2012",10
"3885","October 11, 2013",1
"3886","October 11, 2016",7
"3887","October 11, 2017",4
"3888","October 11, 2018",9
"3889","October 11, 2019",14
"3890","October 11, 2020",1
"3891","October 11, 2021",6
"3892","October 12, 1986",1
"3893","October 12, 1997",1
"3894","October 12, 2003",1
"3895","October 12, 2008",18
"3896","October 12, 2011",1
"3897","October 12, 2015",4
"3898","October 12, 2016",6
"3899","October 12, 2017",6
"3900","October 12, 2018",8
"3901","October 12, 2019",1
"3902","October 12, 2020",9
"3903","October 12, 2021",8
"3904","October 13, 1991",1
"3905","October 13, 2002",1
"3906","October 13, 2010",1
"3907","October 13, 2011",2
"3908","October 13, 2013",3
"3909","October 13, 2014",4
"3910","October 13, 2015",3
"3911","October 13, 2016",7
"3912","October 13, 2017",6
"3913","October 13, 2018",2
"3914","October 13, 2019",1
"3915","October 13, 2020",9
"3916","October 13, 2021",6
"3917","October 14, 2001",1
"3918","October 14, 2007",1
"3919","October 14, 2010",1
"3920","October 14, 2011",1
"3921","October 14, 2012",1
"3922","October 14, 2013",5
"3923","October 14, 2014",4
"3924","October 14, 2015",3
"3925","October 14, 2016",6
"3926","October 14, 2017",2
"3927","October 14, 2019",6
"3928","October 14, 2020",8
"3929","October 14, 2021",5
"3930","October 15, 1995",1
"3931","October 15, 2000",1
"3932","October 15, 2006",1
"3933","October 15, 2010",3
"3934","October 15, 2012",4
"3935","October 15, 2013",2
"3936","October 15, 2014",4
"3937","October 15, 2015",6
"3938","October 15, 2016",2
"3939","October 15, 2018",6
"3940","October 15, 2019",7
"3941","October 15, 2020",8
"3942","October 15, 2021",10
"3943","October 16, 1988",1
"3944","October 16, 1994",1
"3945","October 16, 2009",1
"3946","October 16, 2012",6
"3947","October 16, 2013",7
"3948","October 16, 2014",4
"3949","October 16, 2015",6
"3950","October 16, 2017",4
"3951","October 16, 2018",14
"3952","October 16, 2019",7
"3953","October 16, 2020",5
"3954","October 16, 2021",2
"3955","October 17, 1993",1
"3956","October 17, 2004",1
"3957","October 17, 2011",3
"3958","October 17, 2012",4
"3959","October 17, 2013",2
"3960","October 17, 2014",4
"3961","October 17, 2015",1
"3962","October 17, 2016",8
"3963","October 17, 2017",10
"3964","October 17, 2018",11
"3965","October 17, 2019",5
"3966","October 17, 2020",2
"3967","October 17, 2021",2
"3968","October 18, 1987",1
"3969","October 18, 1998",1
"3970","October 18, 2010",3
"3971","October 18, 2011",6
"3972","October 18, 2012",4
"3973","October 18, 2013",2
"3974","October 18, 2014",1
"3975","October 18, 2015",1
"3976","October 18, 2016",7
"3977","October 18, 2017",5
"3978","October 18, 2018",15
"3979","October 18, 2019",6
"3980","October 18, 2020",1
"3981","October 18, 2021",6
"3982","October 19, 1986",1
"3983","October 19, 2003",1
"3984","October 19, 2009",2
"3985","October 19, 2011",3
"3986","October 19, 2012",2
"3987","October 19, 2015",5
"3988","October 19, 2016",6
"3989","October 19, 2017",9
"3990","October 19, 2018",8
"3991","October 19, 2019",3
"3992","October 19, 2020",7
"3993","October 19, 2021",6
"3994","October 2, 1994",1
"3995","October 2, 2005",1
"3996","October 2, 2009",1
"3997","October 2, 2010",1
"3998","October 2, 2012",2
"3999","October 2, 2013",7
"4000","October 2, 2014",4
"4001","October 2, 2015",4
"4002","October 2, 2017",7
"4003","October 2, 2018",11
"4004","October 2, 2019",6
"4005","October 2, 2020",6
"4006","October 2, 2021",2
"4007","October 20, 1996",1
"4008","October 20, 2002",1
"4009","October 20, 2010",1
"4010","October 20, 2011",1
"4011","October 20, 2013",1
"4012","October 20, 2014",3
"4013","October 20, 2015",6
"4014","October 20, 2016",5
"4015","October 20, 2017",7
"4016","October 20, 2018",2
"4017","October 20, 2020",7
"4018","October 20, 2021",5
"4019","October 21, 1990",1
"4020","October 21, 2001",1
"4021","October 21, 2010",2
"4022","October 21, 2011",2
"4023","October 21, 2012",2
"4024","October 21, 2013",6
"4025","October 21, 2014",6
"4026","October 21, 2015",5
"4027","October 21, 2016",7
"4028","October 21, 2017",3
"4029","October 21, 2018",1
"4030","October 21, 2019",9
"4031","October 21, 2020",8
"4032","October 21, 2021",5
"4033","October 22, 2000",1
"4034","October 22, 2006",1
"4035","October 22, 2009",1
"4036","October 22, 2010",1
"4037","October 22, 2012",5
"4038","October 22, 2013",2
"4039","October 22, 2014",4
"4040","October 22, 2015",10
"4041","October 22, 2016",2
"4042","October 22, 2018",7
"4043","October 22, 2019",7
"4044","October 22, 2020",8
"4045","October 22, 2021",5
"4046","October 23, 1988",1
"4047","October 23, 2005",1
"4048","October 23, 2009",1
"4049","October 23, 2011",3
"4050","October 23, 2012",6
"4051","October 23, 2013",5
"4052","October 23, 2014",3
"4053","October 23, 2015",5
"4054","October 23, 2016",3
"4055","October 23, 2017",5
"4056","October 23, 2018",11
"4057","October 23, 2019",9
"4058","October 23, 2020",8
"4059","October 23, 2021",2
"4060","October 24, 1993",1
"4061","October 24, 2004",1
"4062","October 24, 2006",2
"4063","October 24, 2009",1
"4064","October 24, 2010",1
"4065","October 24, 2012",5
